dataset,detector,policy,options,length,ability,mechanism,sheet_i,has_shift,accepted,matched,outcome,confidence,brier,mse,naive_score,true_score,final_score,at_stake,saved,withheld,unearned
metrics,noop,metrics,ABCD,150,0.26,scanner_row_delete_2,5,1,0,0,FN,0.0,1.0,0.0,47,42,47,0,0,0,5
metrics,noop,metrics,ABCD,150,0.26,scanner_row_delete_2,6,1,0,0,FN,0.0,1.0,0.0,34,36,34,2,0,2,0
metrics,noop,metrics,ABCD,150,0.26,scanner_row_delete_2,7,1,0,0,FN,0.0,1.0,0.0,54,59,54,5,0,5,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_1,0,0,0,0,TN,0.0,0.0,0.0,29,29,29,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_1,1,0,0,0,TN,0.0,0.0,0.0,46,46,46,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_1,2,0,0,0,TN,0.0,0.0,0.0,17,17,17,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_1,3,0,0,0,TN,0.0,0.0,0.0,54,54,54,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_1,4,0,0,0,TN,0.0,0.0,0.0,43,43,43,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_1,5,0,0,0,TN,0.0,0.0,0.0,38,38,38,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_1,6,0,0,0,TN,0.0,0.0,0.0,37,37,37,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_1,7,0,0,0,TN,0.0,0.0,0.0,21,21,21,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_4,0,0,0,0,TN,0.0,0.0,0.0,86,86,86,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_4,1,0,0,0,TN,0.0,0.0,0.0,40,40,40,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_4,2,0,0,0,TN,0.0,0.0,0.0,66,66,66,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_4,3,0,0,0,TN,0.0,0.0,0.0,35,35,35,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_4,4,0,0,0,TN,0.0,0.0,0.0,39,39,39,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_4,5,0,0,0,TN,0.0,0.0,0.0,35,35,35,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_4,6,0,0,0,TN,0.0,0.0,0.0,43,43,43,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_misread_4,7,0,0,0,TN,0.0,0.0,0.0,26,26,26,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_1,0,0,0,0,TN,0.0,0.0,0.0,36,36,36,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_1,1,0,0,0,TN,0.0,0.0,0.0,29,29,29,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_1,2,0,0,0,TN,0.0,0.0,0.0,17,17,17,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_1,3,0,0,0,TN,0.0,0.0,0.0,37,37,37,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_1,4,0,0,0,TN,0.0,0.0,0.0,23,23,23,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_1,5,0,0,0,TN,0.0,0.0,0.0,37,37,37,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_1,6,0,0,0,TN,0.0,0.0,0.0,47,47,47,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_1,7,0,0,0,TN,0.0,0.0,0.0,15,15,15,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_4,0,0,0,0,TN,0.0,0.0,0.0,49,49,49,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_4,1,0,0,0,TN,0.0,0.0,0.0,37,37,37,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_4,2,0,0,0,TN,0.0,0.0,0.0,73,73,73,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_4,3,0,0,0,TN,0.0,0.0,0.0,21,21,21,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_4,4,0,0,0,TN,0.0,0.0,0.0,37,37,37,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_4,5,0,0,0,TN,0.0,0.0,0.0,30,30,30,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_4,6,0,0,0,TN,0.0,0.0,0.0,32,32,32,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_faint_4,7,0,0,0,TN,0.0,0.0,0.0,38,38,38,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_double_4,0,0,0,0,TN,0.0,0.0,0.0,34,34,34,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_double_4,1,0,0,0,TN,0.0,0.0,0.0,31,31,31,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_double_4,2,0,0,0,TN,0.0,0.0,0.0,105,105,105,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_double_4,3,0,0,0,TN,0.0,0.0,0.0,23,23,23,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_double_4,4,0,0,0,TN,0.0,0.0,0.0,76,76,76,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_double_4,5,0,0,0,TN,0.0,0.0,0.0,43,43,43,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_double_4,6,0,0,0,TN,0.0,0.0,0.0,27,27,27,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,scanner_double_4,7,0,0,0,TN,0.0,0.0,0.0,57,57,57,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_long_runs,0,0,0,0,TN,0.0,0.0,0.0,42,42,42,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_long_runs,1,0,0,0,TN,0.0,0.0,0.0,36,36,36,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_long_runs,2,0,0,0,TN,0.0,0.0,0.0,38,38,38,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_long_runs,3,0,0,0,TN,0.0,0.0,0.0,35,35,35,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_long_runs,4,0,0,0,TN,0.0,0.0,0.0,34,34,34,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_long_runs,5,0,0,0,TN,0.0,0.0,0.0,34,34,34,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_long_runs,6,0,0,0,TN,0.0,0.0,0.0,35,35,35,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_long_runs,7,0,0,0,TN,0.0,0.0,0.0,39,39,39,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_favourite,0,0,0,0,TN,0.0,0.0,0.0,107,107,107,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_favourite,1,0,0,0,TN,0.0,0.0,0.0,105,105,105,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_favourite,2,0,0,0,TN,0.0,0.0,0.0,98,98,98,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_favourite,3,0,0,0,TN,0.0,0.0,0.0,94,94,94,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_favourite,4,0,0,0,TN,0.0,0.0,0.0,95,95,95,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_favourite,5,0,0,0,TN,0.0,0.0,0.0,95,95,95,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_favourite,6,0,0,0,TN,0.0,0.0,0.0,98,98,98,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_favourite,7,0,0,0,TN,0.0,0.0,0.0,96,96,96,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_easy_block,0,0,0,0,TN,0.0,0.0,0.0,92,92,92,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_easy_block,1,0,0,0,TN,0.0,0.0,0.0,87,87,87,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_easy_block,2,0,0,0,TN,0.0,0.0,0.0,83,83,83,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_easy_block,3,0,0,0,TN,0.0,0.0,0.0,87,87,87,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_easy_block,4,0,0,0,TN,0.0,0.0,0.0,86,86,86,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_easy_block,5,0,0,0,TN,0.0,0.0,0.0,83,83,83,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_easy_block,6,0,0,0,TN,0.0,0.0,0.0,82,82,82,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_easy_block,7,0,0,0,TN,0.0,0.0,0.0,82,82,82,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_key_leakage,0,1,0,0,FN,0.0,1.0,0.0,30,148,30,118,0,118,0
metrics,noop,metrics,ABCD,150,0.26,adv_key_leakage,1,1,0,0,FN,0.0,1.0,0.0,37,149,37,112,0,112,0
metrics,noop,metrics,ABCD,150,0.26,adv_key_leakage,2,1,0,0,FN,0.0,1.0,0.0,43,148,43,105,0,105,0
metrics,noop,metrics,ABCD,150,0.26,adv_key_leakage,3,1,0,0,FN,0.0,1.0,0.0,31,148,31,117,0,117,0
metrics,noop,metrics,ABCD,150,0.26,adv_key_leakage,4,1,0,0,FN,0.0,1.0,0.0,36,148,36,112,0,112,0
metrics,noop,metrics,ABCD,150,0.26,adv_key_leakage,5,1,0,0,FN,0.0,1.0,0.0,42,148,42,106,0,106,0
metrics,noop,metrics,ABCD,150,0.26,adv_key_leakage,6,1,0,0,FN,0.0,1.0,0.0,41,149,41,108,0,108,0
metrics,noop,metrics,ABCD,150,0.26,adv_key_leakage,7,1,0,0,FN,0.0,1.0,0.0,39,149,39,110,0,110,0
metrics,noop,metrics,ABCD,150,0.26,adv_cycle,0,0,0,0,TN,0.0,0.0,0.0,37,37,37,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_cycle,1,0,0,0,TN,0.0,0.0,0.0,34,34,34,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_cycle,2,0,0,0,TN,0.0,0.0,0.0,35,35,35,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_cycle,3,0,0,0,TN,0.0,0.0,0.0,36,36,36,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_cycle,4,0,0,0,TN,0.0,0.0,0.0,42,42,42,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_cycle,5,0,0,0,TN,0.0,0.0,0.0,33,33,33,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_cycle,6,0,0,0,TN,0.0,0.0,0.0,39,39,39,0,0,0,0
metrics,noop,metrics,ABCD,150,0.26,adv_cycle,7,0,0,0,TN,0.0,0.0,0.0,40,40,40,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,none,0,0,0,0,TN,0.0,0.0,0.0,57,57,57,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,none,1,0,0,0,TN,0.0,0.0,0.0,59,59,59,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,none,2,0,0,0,TN,0.0,0.0,0.0,70,70,70,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,none,3,0,0,0,TN,0.0,0.0,0.0,59,59,59,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,none,4,0,0,0,TN,0.0,0.0,0.0,51,51,51,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,none,5,0,0,0,TN,0.0,0.0,0.0,47,47,47,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,none,6,0,0,0,TN,0.0,0.0,0.0,83,83,83,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,none,7,0,0,0,TN,0.0,0.0,0.0,57,57,57,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,row_skip_1,0,1,0,0,FN,0.0,1.0,0.0,41,42,41,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,row_skip_1,1,1,0,0,FN,0.0,1.0,0.0,53,51,53,0,0,0,2
metrics,noop,metrics,ABCD,150,0.4,row_skip_1,2,1,0,0,FN,0.0,1.0,0.0,71,100,71,29,0,29,0
metrics,noop,metrics,ABCD,150,0.4,row_skip_1,3,1,0,0,FN,0.0,1.0,0.0,86,85,86,0,0,0,1
metrics,noop,metrics,ABCD,150,0.4,row_skip_1,4,1,0,0,FN,0.0,1.0,0.0,48,24,48,0,0,0,24
metrics,noop,metrics,ABCD,150,0.4,row_skip_1,5,1,0,0,FN,0.0,1.0,0.0,39,56,39,17,0,17,0
metrics,noop,metrics,ABCD,150,0.4,row_skip_1,6,1,0,0,FN,0.0,1.0,0.0,44,48,44,4,0,4,0
metrics,noop,metrics,ABCD,150,0.4,row_skip_1,7,1,0,0,FN,0.0,1.0,0.0,74,69,74,0,0,0,5
metrics,noop,metrics,ABCD,150,0.4,row_skip_2,0,1,0,0,FN,0.0,1.0,0.0,53,54,53,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,row_skip_2,1,1,0,0,FN,0.0,1.0,0.0,44,32,44,0,0,0,12
metrics,noop,metrics,ABCD,150,0.4,row_skip_2,2,1,0,0,FN,0.0,1.0,0.0,33,52,33,19,0,19,0
metrics,noop,metrics,ABCD,150,0.4,row_skip_2,3,1,0,0,FN,0.0,1.0,0.0,58,44,58,0,0,0,14
metrics,noop,metrics,ABCD,150,0.4,row_skip_2,4,1,0,0,FN,0.0,1.0,0.0,40,63,40,23,0,23,0
metrics,noop,metrics,ABCD,150,0.4,row_skip_2,5,1,0,0,FN,0.0,1.0,0.0,73,74,73,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,row_skip_2,6,1,0,0,FN,0.0,1.0,0.0,57,62,57,5,0,5,0
metrics,noop,metrics,ABCD,150,0.4,row_skip_2,7,1,0,0,FN,0.0,1.0,0.0,57,58,57,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,early_full,0,1,0,0,FN,0.0,1.0,0.0,35,65,35,30,0,30,0
metrics,noop,metrics,ABCD,150,0.4,early_full,1,1,0,0,FN,0.0,1.0,0.0,38,62,38,24,0,24,0
metrics,noop,metrics,ABCD,150,0.4,early_full,2,1,0,0,FN,0.0,1.0,0.0,34,53,34,19,0,19,0
metrics,noop,metrics,ABCD,150,0.4,early_full,3,1,0,0,FN,0.0,1.0,0.0,38,69,38,31,0,31,0
metrics,noop,metrics,ABCD,150,0.4,early_full,4,1,0,0,FN,0.0,1.0,0.0,36,53,36,17,0,17,0
metrics,noop,metrics,ABCD,150,0.4,early_full,5,1,0,0,FN,0.0,1.0,0.0,37,45,37,8,0,8,0
metrics,noop,metrics,ABCD,150,0.4,early_full,6,1,0,0,FN,0.0,1.0,0.0,41,61,41,20,0,20,0
metrics,noop,metrics,ABCD,150,0.4,early_full,7,1,0,0,FN,0.0,1.0,0.0,31,67,31,36,0,36,0
metrics,noop,metrics,ABCD,150,0.4,boundary,0,1,0,0,FN,0.0,1.0,0.0,85,104,85,19,0,19,0
metrics,noop,metrics,ABCD,150,0.4,boundary,1,1,0,0,FN,0.0,1.0,0.0,37,42,37,5,0,5,0
metrics,noop,metrics,ABCD,150,0.4,boundary,2,1,0,0,FN,0.0,1.0,0.0,41,41,41,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,boundary,3,1,0,0,FN,0.0,1.0,0.0,58,58,58,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,boundary,4,1,0,0,FN,0.0,1.0,0.0,31,31,31,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,boundary,5,1,0,0,FN,0.0,1.0,0.0,53,55,53,2,0,2,0
metrics,noop,metrics,ABCD,150,0.4,boundary,6,1,0,0,FN,0.0,1.0,0.0,51,52,51,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,boundary,7,1,0,0,FN,0.0,1.0,0.0,46,53,46,7,0,7,0
metrics,noop,metrics,ABCD,150,0.4,short_local,0,1,0,0,FN,0.0,1.0,0.0,38,38,38,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,short_local,1,1,0,0,FN,0.0,1.0,0.0,76,80,76,4,0,4,0
metrics,noop,metrics,ABCD,150,0.4,short_local,2,1,0,0,FN,0.0,1.0,0.0,68,68,68,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,short_local,3,1,0,0,FN,0.0,1.0,0.0,65,66,65,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,short_local,4,1,0,0,FN,0.0,1.0,0.0,102,103,102,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,short_local,5,1,0,0,FN,0.0,1.0,0.0,56,58,56,2,0,2,0
metrics,noop,metrics,ABCD,150,0.4,short_local,6,1,0,0,FN,0.0,1.0,0.0,42,42,42,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,short_local,7,1,0,0,FN,0.0,1.0,0.0,66,66,66,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,whole_section,0,1,0,0,FN,0.0,1.0,0.0,51,32,51,0,0,0,19
metrics,noop,metrics,ABCD,150,0.4,whole_section,1,1,0,0,FN,0.0,1.0,0.0,48,59,48,11,0,11,0
metrics,noop,metrics,ABCD,150,0.4,whole_section,2,1,0,0,FN,0.0,1.0,0.0,36,25,36,0,0,0,11
metrics,noop,metrics,ABCD,150,0.4,whole_section,3,1,0,0,FN,0.0,1.0,0.0,48,58,48,10,0,10,0
metrics,noop,metrics,ABCD,150,0.4,whole_section,4,1,0,0,FN,0.0,1.0,0.0,38,35,38,0,0,0,3
metrics,noop,metrics,ABCD,150,0.4,whole_section,5,1,0,0,FN,0.0,1.0,0.0,46,52,46,6,0,6,0
metrics,noop,metrics,ABCD,150,0.4,whole_section,6,1,0,0,FN,0.0,1.0,0.0,59,53,59,0,0,0,6
metrics,noop,metrics,ABCD,150,0.4,whole_section,7,1,0,0,FN,0.0,1.0,0.0,44,53,44,9,0,9,0
metrics,noop,metrics,ABCD,150,0.4,anxiety,0,1,0,0,FN,0.0,1.0,0.0,42,58,42,16,0,16,0
metrics,noop,metrics,ABCD,150,0.4,anxiety,1,1,0,0,FN,0.0,1.0,0.0,96,105,96,9,0,9,0
metrics,noop,metrics,ABCD,150,0.4,anxiety,2,1,0,0,FN,0.0,1.0,0.0,23,24,23,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,anxiety,3,1,0,0,FN,0.0,1.0,0.0,50,80,50,30,0,30,0
metrics,noop,metrics,ABCD,150,0.4,anxiety,4,1,0,0,FN,0.0,1.0,0.0,34,39,34,5,0,5,0
metrics,noop,metrics,ABCD,150,0.4,anxiety,5,1,0,0,FN,0.0,1.0,0.0,37,50,37,13,0,13,0
metrics,noop,metrics,ABCD,150,0.4,anxiety,6,1,0,0,FN,0.0,1.0,0.0,77,80,77,3,0,3,0
metrics,noop,metrics,ABCD,150,0.4,anxiety,7,1,0,0,FN,0.0,1.0,0.0,45,64,45,19,0,19,0
metrics,noop,metrics,ABCD,150,0.4,double_shift,0,1,0,0,FN,0.0,1.0,0.0,38,50,38,12,0,12,0
metrics,noop,metrics,ABCD,150,0.4,double_shift,1,1,0,0,FN,0.0,1.0,0.0,46,62,46,16,0,16,0
metrics,noop,metrics,ABCD,150,0.4,double_shift,2,1,0,0,FN,0.0,1.0,0.0,46,65,46,19,0,19,0
metrics,noop,metrics,ABCD,150,0.4,double_shift,3,1,0,0,FN,0.0,1.0,0.0,39,44,39,5,0,5,0
metrics,noop,metrics,ABCD,150,0.4,double_shift,4,1,0,0,FN,0.0,1.0,0.0,52,61,52,9,0,9,0
metrics,noop,metrics,ABCD,150,0.4,double_shift,5,1,0,0,FN,0.0,1.0,0.0,53,56,53,3,0,3,0
metrics,noop,metrics,ABCD,150,0.4,double_shift,6,1,0,0,FN,0.0,1.0,0.0,36,33,36,0,0,0,3
metrics,noop,metrics,ABCD,150,0.4,double_shift,7,1,0,0,FN,0.0,1.0,0.0,33,65,33,32,0,32,0
metrics,noop,metrics,ABCD,150,0.4,self_corrected,0,1,0,0,FN,0.0,1.0,0.0,30,29,30,0,0,0,1
metrics,noop,metrics,ABCD,150,0.4,self_corrected,1,1,0,0,FN,0.0,1.0,0.0,61,66,61,5,0,5,0
metrics,noop,metrics,ABCD,150,0.4,self_corrected,2,1,0,0,FN,0.0,1.0,0.0,47,54,47,7,0,7,0
metrics,noop,metrics,ABCD,150,0.4,self_corrected,3,1,0,0,FN,0.0,1.0,0.0,54,60,54,6,0,6,0
metrics,noop,metrics,ABCD,150,0.4,self_corrected,4,1,0,0,FN,0.0,1.0,0.0,48,54,48,6,0,6,0
metrics,noop,metrics,ABCD,150,0.4,self_corrected,5,1,0,0,FN,0.0,1.0,0.0,92,99,92,7,0,7,0
metrics,noop,metrics,ABCD,150,0.4,self_corrected,6,1,0,0,FN,0.0,1.0,0.0,73,75,73,2,0,2,0
metrics,noop,metrics,ABCD,150,0.4,self_corrected,7,1,0,0,FN,0.0,1.0,0.0,58,62,58,4,0,4,0
metrics,noop,metrics,ABCD,150,0.4,deferred,0,1,0,0,FN,0.0,1.0,0.0,44,54,44,10,0,10,0
metrics,noop,metrics,ABCD,150,0.4,deferred,1,1,0,0,FN,0.0,1.0,0.0,53,52,53,0,0,0,1
metrics,noop,metrics,ABCD,150,0.4,deferred,2,1,0,0,FN,0.0,1.0,0.0,32,42,32,10,0,10,0
metrics,noop,metrics,ABCD,150,0.4,deferred,3,1,0,0,FN,0.0,1.0,0.0,50,47,50,0,0,0,3
metrics,noop,metrics,ABCD,150,0.4,deferred,4,1,0,0,FN,0.0,1.0,0.0,55,59,55,4,0,4,0
metrics,noop,metrics,ABCD,150,0.4,deferred,5,1,0,0,FN,0.0,1.0,0.0,50,60,50,10,0,10,0
metrics,noop,metrics,ABCD,150,0.4,deferred,6,1,0,0,FN,0.0,1.0,0.0,39,39,39,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,deferred,7,1,0,0,FN,0.0,1.0,0.0,51,66,51,15,0,15,0
metrics,noop,metrics,ABCD,150,0.4,isolated,0,1,0,0,FN,0.0,1.0,0.0,38,39,38,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,isolated,1,1,0,0,FN,0.0,1.0,0.0,35,34,35,0,0,0,1
metrics,noop,metrics,ABCD,150,0.4,isolated,2,1,0,0,FN,0.0,1.0,0.0,48,48,48,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,isolated,3,1,0,0,FN,0.0,1.0,0.0,65,64,65,0,0,0,1
metrics,noop,metrics,ABCD,150,0.4,isolated,4,1,0,0,FN,0.0,1.0,0.0,39,39,39,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,isolated,5,1,0,0,FN,0.0,1.0,0.0,51,52,51,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,isolated,6,1,0,0,FN,0.0,1.0,0.0,82,81,82,0,0,0,1
metrics,noop,metrics,ABCD,150,0.4,isolated,7,1,0,0,FN,0.0,1.0,0.0,60,62,60,2,0,2,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_1,0,1,0,0,FN,0.0,1.0,0.0,38,27,38,0,0,0,11
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_1,1,1,0,0,FN,0.0,1.0,0.0,42,71,42,29,0,29,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_1,2,1,0,0,FN,0.0,1.0,0.0,39,40,39,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_1,3,1,0,0,FN,0.0,1.0,0.0,46,54,46,8,0,8,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_1,4,1,0,0,FN,0.0,1.0,0.0,60,58,60,0,0,0,2
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_1,5,1,0,0,FN,0.0,1.0,0.0,38,29,38,0,0,0,9
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_1,6,1,0,0,FN,0.0,1.0,0.0,39,43,39,4,0,4,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_1,7,1,0,0,FN,0.0,1.0,0.0,94,109,94,15,0,15,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_2,0,1,0,0,FN,0.0,1.0,0.0,37,50,37,13,0,13,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_2,1,1,0,0,FN,0.0,1.0,0.0,32,40,32,8,0,8,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_2,2,1,0,0,FN,0.0,1.0,0.0,48,64,48,16,0,16,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_2,3,1,0,0,FN,0.0,1.0,0.0,41,44,41,3,0,3,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_2,4,1,0,0,FN,0.0,1.0,0.0,65,65,65,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_2,5,1,0,0,FN,0.0,1.0,0.0,36,36,36,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_2,6,1,0,0,FN,0.0,1.0,0.0,62,76,62,14,0,14,0
metrics,noop,metrics,ABCD,150,0.4,scanner_blank_2,7,1,0,0,FN,0.0,1.0,0.0,29,28,29,0,0,0,1
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_1,0,1,0,0,FN,0.0,1.0,0.0,67,105,67,38,0,38,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_1,1,1,0,0,FN,0.0,1.0,0.0,51,66,51,15,0,15,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_1,2,1,0,0,FN,0.0,1.0,0.0,62,70,62,8,0,8,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_1,3,1,0,0,FN,0.0,1.0,0.0,55,56,55,1,0,1,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_1,4,1,0,0,FN,0.0,1.0,0.0,102,102,102,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_1,5,1,0,0,FN,0.0,1.0,0.0,53,53,53,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_1,6,1,0,0,FN,0.0,1.0,0.0,53,79,53,26,0,26,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_1,7,1,0,0,FN,0.0,1.0,0.0,30,30,30,0,0,0,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_2,0,1,0,0,FN,0.0,1.0,0.0,58,65,58,7,0,7,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_2,1,1,0,0,FN,0.0,1.0,0.0,40,37,40,0,0,0,3
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_2,2,1,0,0,FN,0.0,1.0,0.0,58,65,58,7,0,7,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_2,3,1,0,0,FN,0.0,1.0,0.0,51,64,51,13,0,13,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_2,4,1,0,0,FN,0.0,1.0,0.0,36,46,36,10,0,10,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_2,5,1,0,0,FN,0.0,1.0,0.0,48,54,48,6,0,6,0
metrics,noop,metrics,ABCD,150,0.4,scanner_row_delete_2,6,1,0,0,FN,0.0,1.0,0.0,42,56,42,14,0,14,0
